Date,Symbol,Close
2020-06-22 20:13:41.292846,BTC,39989.48309156126
2020-06-23 20:13:41.292846,BTC,39990.616752033355
2020-06-24 20:13:41.292846,BTC,39991.810643951314
2020-06-25 20:13:41.292846,BTC,39992.14682096348
2020-06-26 20:13:41.292846,BTC,39991.8847002386
2020-06-29 20:13:41.292846,BTC,39994.18831688074
2020-06-30 20:13:41.292846,BTC,39990.38733022229
2020-07-01 20:13:41.292846,BTC,39992.84425339046
2020-07-02 20:13:41.292846,BTC,39995.284442699165
2020-07-03 20:13:41.292846,BTC,39994.6844573739
2020-07-06 20:13:41.292846,BTC,39992.628711188954
2020-07-07 20:13:41.292846,BTC,39991.22749473691
2020-07-08 20:13:41.292846,BTC,39989.30984333534
2020-07-09 20:13:41.292846,BTC,39989.71958813917
2020-07-10 20:13:41.292846,BTC,39988.61780208213
2020-07-13 20:13:41.292846,BTC,39990.16868812479
2020-07-14 20:13:41.292846,BTC,39988.268260175544
2020-07-15 20:13:41.292846,BTC,39987.84803540727
2020-07-16 20:13:41.292846,BTC,39988.73158768741
2020-07-17 20:13:41.292846,BTC,39990.30619130338
2020-07-20 20:13:41.292846,BTC,39991.87335490659
2020-07-21 20:13:41.292846,BTC,39993.611245463544
2020-07-22 20:13:41.292846,BTC,39995.01773865438
2020-07-23 20:13:41.292846,BTC,39994.714025694615
2020-07-24 20:13:41.292846,BTC,39993.80029654633
2020-07-27 20:13:41.292846,BTC,39993.018024884506
2020-07-28 20:13:41.292846,BTC,39996.80591480425
2020-07-29 20:13:41.292846,BTC,39994.98836714396
2020-07-30 20:13:41.292846,BTC,39993.61122248068
2020-07-31 20:13:41.292846,BTC,39994.328460768986
2020-08-03 20:13:41.292846,BTC,39992.0426918157
2020-08-04 20:13:41.292846,BTC,39994.135947243354
2020-08-05 20:13:41.292846,BTC,39994.93553987413
2020-08-06 20:13:41.292846,BTC,39995.50336124701
2020-08-07 20:13:41.292846,BTC,39996.122435791774
2020-08-10 20:13:41.292846,BTC,39998.368328697834
2020-08-11 20:13:41.292846,BTC,39996.03523824684
2020-08-12 20:13:41.292846,BTC,39992.76001115277
2020-08-13 20:13:41.292846,BTC,39992.34692857343
2020-08-14 20:13:41.292846,BTC,39992.8720960814
2020-08-17 20:13:41.292846,BTC,39992.38095274838
2020-08-18 20:13:41.292846,BTC,39995.68363567481
2020-08-19 20:13:41.292846,BTC,39997.255416844346
2020-08-20 20:13:41.292846,BTC,39996.92700283962
2020-08-21 20:13:41.292846,BTC,40000.384842299034
2020-08-24 20:13:41.292846,BTC,39999.23465550359
2020-08-25 20:13:41.292846,BTC,39998.04761341738
2020-08-26 20:13:41.292846,BTC,39997.131932617
2020-08-27 20:13:41.292846,BTC,39996.72579892518
2020-08-28 20:13:41.292846,BTC,39996.630411742626
2020-08-31 20:13:41.292846,BTC,39994.79149941853
2020-09-01 20:13:41.292846,BTC,39990.580445237014
2020-09-02 20:13:41.292846,BTC,39990.1484295738
2020-09-03 20:13:41.292846,BTC,39989.9725542161
2020-09-04 20:13:41.292846,BTC,39991.332354856895
2020-09-07 20:13:41.292846,BTC,39993.33124943502
2020-09-08 20:13:41.292846,BTC,39992.4382137207
2020-09-09 20:13:41.292846,BTC,39992.46805335535
2020-09-10 20:13:41.292846,BTC,39992.71185143709
2020-09-11 20:13:41.292846,BTC,39992.951306187046
2020-09-14 20:13:41.292846,BTC,39990.007786852366
2020-09-15 20:13:41.292846,BTC,39989.276661376774
2020-09-16 20:13:41.292846,BTC,39988.87376046038
2020-09-17 20:13:41.292846,BTC,39991.038372224924
2020-09-18 20:13:41.292846,BTC,39990.163716472394
2020-09-21 20:13:41.292846,BTC,39990.7352248214
2020-09-22 20:13:41.292846,BTC,39989.31572697999
2020-09-23 20:13:41.292846,BTC,39989.60447751414
2020-09-24 20:13:41.292846,BTC,39987.82386635484
2020-09-25 20:13:41.292846,BTC,39989.79217236496
2020-09-28 20:13:41.292846,BTC,39992.47347410718
2020-09-29 20:13:41.292846,BTC,39993.72690328407
2020-09-30 20:13:41.292846,BTC,39991.53563693217
2020-10-01 20:13:41.292846,BTC,39991.944499723315
2020-10-02 20:13:41.292846,BTC,39991.45016378365
2020-10-05 20:13:41.292846,BTC,39990.81916872484
2020-10-06 20:13:41.292846,BTC,39991.20226421919
2020-10-07 20:13:41.292846,BTC,39988.30819723084
2020-10-08 20:13:41.292846,BTC,39986.85003760034
2020-10-09 20:13:41.292846,BTC,39986.99916107618
2020-10-12 20:13:41.292846,BTC,39987.24747026309
2020-10-13 20:13:41.292846,BTC,39986.99374225759
2020-10-14 20:13:41.292846,BTC,39985.28492648715
2020-10-15 20:13:41.292846,BTC,39983.12087273603
2020-10-16 20:13:41.292846,BTC,39981.97689487401
2020-10-19 20:13:41.292846,BTC,39982.22353731642
2020-10-20 20:13:41.292846,BTC,39981.11070853914
2020-10-21 20:13:41.292846,BTC,39980.469499596824
2020-10-22 20:13:41.292846,BTC,39980.25092662431
2020-10-23 20:13:41.292846,BTC,39980.11251690389
2020-10-26 20:13:41.292846,BTC,39980.20269640962
2020-10-27 20:13:41.292846,BTC,39983.01395500608
2020-10-28 20:13:41.292846,BTC,39981.007804022855
2020-10-29 20:13:41.292846,BTC,39982.0019451717
2020-10-30 20:13:41.292846,BTC,39982.64941329741
2020-11-02 20:13:41.292846,BTC,39983.297728104546
2020-11-03 20:13:41.292846,BTC,39981.60179476079
2020-11-04 20:13:41.292846,BTC,39982.53054563384
2020-11-05 20:13:41.292846,BTC,39980.72774291115
2020-11-06 20:13:41.292846,BTC,39981.83108492776
2020-11-09 20:13:41.292846,BTC,39979.16568093619
2020-11-10 20:13:41.292846,BTC,39980.402045185896
2020-11-11 20:13:41.292846,BTC,39980.16696435628
2020-11-12 20:13:41.292846,BTC,39979.88155942685
2020-11-13 20:13:41.292846,BTC,39980.78794520531
2020-11-16 20:13:41.292846,BTC,39983.63559224992
2020-11-17 20:13:41.292846,BTC,39985.84921765204
2020-11-18 20:13:41.292846,BTC,39983.580628333795
2020-11-19 20:13:41.292846,BTC,39982.94524127392
2020-11-20 20:13:41.292846,BTC,39985.18386590944
2020-11-23 20:13:41.292846,BTC,39984.521623635475
2020-11-24 20:13:41.292846,BTC,39984.343506285986
2020-11-25 20:13:41.292846,BTC,39983.886433275744
2020-11-26 20:13:41.292846,BTC,39982.17253232205
2020-11-27 20:13:41.292846,BTC,39982.69878159931
2020-11-30 20:13:41.292846,BTC,39986.04773016137
2020-12-01 20:13:41.292846,BTC,39987.43159999861
2020-12-02 20:13:41.292846,BTC,39986.52277415901
2020-12-03 20:13:41.292846,BTC,39985.47168447578
2020-12-04 20:13:41.292846,BTC,39984.04904123126
2020-12-07 20:13:41.292846,BTC,39985.080514461304
2020-12-08 20:13:41.292846,BTC,39985.197343943255
2020-12-09 20:13:41.292846,BTC,39985.82000165444
2020-12-10 20:13:41.292846,BTC,39989.60192176263
2020-12-11 20:13:41.292846,BTC,39987.54920520072
2020-12-14 20:13:41.292846,BTC,39985.75883644815
2020-12-15 20:13:41.292846,BTC,39987.50535103212
2020-12-16 20:13:41.292846,BTC,39984.74903014199
2020-12-17 20:13:41.292846,BTC,39984.575578999276
2020-12-18 20:13:41.292846,BTC,39983.9005419142
2020-12-21 20:13:41.292846,BTC,39985.08621296901
2020-12-22 20:13:41.292846,BTC,39979.116376768
2020-12-23 20:13:41.292846,BTC,39978.73051373593
2020-12-24 20:13:41.292846,BTC,39981.50405562227
2020-12-25 20:13:41.292846,BTC,39974.85935144237
2020-12-28 20:13:41.292846,BTC,39974.81626707732
2020-12-29 20:13:41.292846,BTC,39974.036656847464
2020-12-30 20:13:41.292846,BTC,39970.05856081838
2020-12-31 20:13:41.292846,BTC,39973.27324231791
2021-01-01 20:13:41.292846,BTC,39972.144384774176
2021-01-04 20:13:41.292846,BTC,39974.84984177245
2021-01-05 20:13:41.292846,BTC,39974.31178457304
2021-01-06 20:13:41.292846,BTC,39974.81699380552
2021-01-07 20:13:41.292846,BTC,39972.661471018226
2021-01-08 20:13:41.292846,BTC,39970.45843309195
2021-01-11 20:13:41.292846,BTC,39974.45235900686
2021-01-12 20:13:41.292846,BTC,39976.843162660225
2021-01-13 20:13:41.292846,BTC,39979.215235344476
2021-01-14 20:13:41.292846,BTC,39980.04195903882
2021-01-15 20:13:41.292846,BTC,39983.7576973259
2021-01-18 20:13:41.292846,BTC,39984.910811572954
2021-01-19 20:13:41.292846,BTC,39987.22188408288
2021-01-20 20:13:41.292846,BTC,39988.687815863734
2021-01-21 20:13:41.292846,BTC,39988.631537961366
2021-01-22 20:13:41.292846,BTC,39987.97032598674
2021-01-25 20:13:41.292846,BTC,39988.675021033254
2021-01-26 20:13:41.292846,BTC,39990.79915910097
2021-01-27 20:13:41.292846,BTC,39988.823744978414
2021-01-28 20:13:41.292846,BTC,39987.86629446515
2021-01-29 20:13:41.292846,BTC,39982.360030205484
2021-02-01 20:13:41.292846,BTC,39983.86090489277
2021-02-02 20:13:41.292846,BTC,39981.33538957651
2021-02-03 20:13:41.292846,BTC,39979.83332217539
2021-02-04 20:13:41.292846,BTC,39982.36447024401
2021-02-05 20:13:41.292846,BTC,39983.96564372103
2021-02-08 20:13:41.292846,BTC,39982.70669049387
2021-02-09 20:13:41.292846,BTC,39985.42775299355
2021-02-10 20:13:41.292846,BTC,39985.992933850954
2021-02-11 20:13:41.292846,BTC,39983.168810834155
2021-02-12 20:13:41.292846,BTC,39982.70361819651
2021-02-15 20:13:41.292846,BTC,39980.46619118237
2021-02-16 20:13:41.292846,BTC,39980.56676929268
2021-02-17 20:13:41.292846,BTC,39977.16191527546
2021-02-18 20:13:41.292846,BTC,39980.000333042466
2021-02-19 20:13:41.292846,BTC,39979.94433727325
2021-02-22 20:13:41.292846,BTC,39978.47533985762
2021-02-23 20:13:41.292846,BTC,39979.42514433144
2021-02-24 20:13:41.292846,BTC,39981.54699916497
2021-02-25 20:13:41.292846,BTC,39980.67639386522
2021-02-26 20:13:41.292846,BTC,39978.920247059476
2021-03-01 20:13:41.292846,BTC,39977.1094660855
2021-03-02 20:13:41.292846,BTC,39973.766761661376
2021-03-03 20:13:41.292846,BTC,39971.34595464661
2021-03-04 20:13:41.292846,BTC,39969.649588223314
2021-03-05 20:13:41.292846,BTC,39972.782583053595
2021-03-08 20:13:41.292846,BTC,39976.84720786151
2021-03-09 20:13:41.292846,BTC,39973.512524933474
2021-03-10 20:13:41.292846,BTC,39976.82536471607
2021-03-11 20:13:41.292846,BTC,39977.114566685195
2021-03-12 20:13:41.292846,BTC,39975.78089688729
2021-03-15 20:13:41.292846,BTC,39978.035155821846
2021-03-16 20:13:41.292846,BTC,39974.30134957986
2021-03-17 20:13:41.292846,BTC,39970.92431329312
2021-03-18 20:13:41.292846,BTC,39973.77533733073
2021-03-19 20:13:41.292846,BTC,39978.453988433794
2021-03-22 20:13:41.292846,BTC,39978.93610523486
2021-03-23 20:13:41.292846,BTC,39977.2658024848
2021-03-24 20:13:41.292846,BTC,39978.07250204362
2021-03-25 20:13:41.292846,BTC,39975.86047505571
2021-03-26 20:13:41.292846,BTC,39976.19802783091
2021-03-29 20:13:41.292846,BTC,39979.33193621008
2021-03-30 20:13:41.292846,BTC,39978.699358855956
2021-03-31 20:13:41.292846,BTC,39978.44520347298
2021-04-01 20:13:41.292846,BTC,39978.50841575376
2021-04-02 20:13:41.292846,BTC,39981.54854177355
2021-04-05 20:13:41.292846,BTC,39980.84808906191
2021-04-06 20:13:41.292846,BTC,39982.11081690431
2021-04-07 20:13:41.292846,BTC,39982.15598882027
2021-04-08 20:13:41.292846,BTC,39983.34271675174
2021-04-09 20:13:41.292846,BTC,39978.756292832164
2021-04-12 20:13:41.292846,BTC,39980.70788871982
2021-04-13 20:13:41.292846,BTC,39980.617294744436
2021-04-14 20:13:41.292846,BTC,39980.4301614447
2021-04-15 20:13:41.292846,BTC,39980.80411502263
2021-04-16 20:13:41.292846,BTC,39978.50546658061
2021-04-19 20:13:41.292846,BTC,39980.05141638457
2021-04-20 20:13:41.292846,BTC,39980.06735699588
2021-04-21 20:13:41.292846,BTC,39980.65508797346
2021-04-22 20:13:41.292846,BTC,39980.31433386182
2021-04-23 20:13:41.292846,BTC,39979.37662463716
2021-04-26 20:13:41.292846,BTC,39978.25172855875
2021-04-27 20:13:41.292846,BTC,39977.41535442991
2021-04-28 20:13:41.292846,BTC,39977.3655779129
2021-04-29 20:13:41.292846,BTC,39976.16254624977
2021-04-30 20:13:41.292846,BTC,39975.500713423324
2021-05-03 20:13:41.292846,BTC,39976.50793991449
2021-05-04 20:13:41.292846,BTC,39979.01957105751
2021-05-05 20:13:41.292846,BTC,39978.1456926261
2021-05-06 20:13:41.292846,BTC,39978.99663384112
2021-05-07 20:13:41.292846,BTC,39980.77324682723
2021-05-10 20:13:41.292846,BTC,39979.94457522228
2021-05-11 20:13:41.292846,BTC,39978.648193804846
2021-05-12 20:13:41.292846,BTC,39976.829209800366
2021-05-13 20:13:41.292846,BTC,39975.74529429644
2021-05-14 20:13:41.292846,BTC,39974.746299394326
2021-05-17 20:13:41.292846,BTC,39972.7228642866
2021-05-18 20:13:41.292846,BTC,39974.30342397221
2021-05-19 20:13:41.292846,BTC,39974.17985609201
2021-05-20 20:13:41.292846,BTC,39972.71637510823
2021-05-21 20:13:41.292846,BTC,39972.19373370672
2021-05-24 20:13:41.292846,BTC,39972.74823881296
2021-05-25 20:13:41.292846,BTC,39971.609479390194
2021-05-26 20:13:41.292846,BTC,39970.436728406035
2021-05-27 20:13:41.292846,BTC,39968.72833280526
2021-05-28 20:13:41.292846,BTC,39966.5825830745
2021-05-31 20:13:41.292846,BTC,39963.08841875718
2021-06-01 20:13:41.292846,BTC,39964.64880108164
2021-06-02 20:13:41.292846,BTC,39963.54370199626
2021-06-03 20:13:41.292846,BTC,39958.38914147745
2021-06-04 20:13:41.292846,BTC,39958.83543626963
2021-06-07 20:13:41.292846,BTC,39960.04200695872
2021-06-08 20:13:41.292846,BTC,39959.00979580109
2021-06-09 20:13:41.292846,BTC,39957.71753841971
2021-06-10 20:13:41.292846,BTC,39959.850281217165
2021-06-11 20:13:41.292846,BTC,39962.59562986939
2021-06-14 20:13:41.292846,BTC,39962.908044631455
2021-06-15 20:13:41.292846,BTC,39962.13282671708
2021-06-16 20:13:41.292846,BTC,39957.050593421445
2021-06-17 20:13:41.292846,BTC,39955.998933271294
2021-06-18 20:13:41.292846,BTC,39956.12222375761
2021-06-21 20:13:41.292846,BTC,39955.357418989806
2021-06-22 20:13:41.292846,BTC,39957.02951379374
2021-06-23 20:13:41.292846,BTC,39953.92375034425
2021-06-24 20:13:41.292846,BTC,39954.44619565364
2021-06-25 20:13:41.292846,BTC,39952.79905726899
2021-06-28 20:13:41.292846,BTC,39950.99771135588
2021-06-29 20:13:41.292846,BTC,39953.822299223146
2021-06-30 20:13:41.292846,BTC,39951.858329885596
2021-07-01 20:13:41.292846,BTC,39952.30013021688
2021-07-02 20:13:41.292846,BTC,39952.54179321279
2021-07-05 20:13:41.292846,BTC,39951.65390019467
2021-07-06 20:13:41.292846,BTC,39951.443053625706
2021-07-07 20:13:41.292846,BTC,39952.67612178106
2021-07-08 20:13:41.292846,BTC,39952.76868502894
2021-07-09 20:13:41.292846,BTC,39953.683472097466
2021-07-12 20:13:41.292846,BTC,39955.351763964325
2021-07-13 20:13:41.292846,BTC,39953.96093153026
2021-07-14 20:13:41.292846,BTC,39952.40289010101
2021-07-15 20:13:41.292846,BTC,39951.66682843498
2021-07-16 20:13:41.292846,BTC,39951.235864001836
2021-07-19 20:13:41.292846,BTC,39952.015660441495
2021-07-20 20:13:41.292846,BTC,39954.77788665464
2021-07-21 20:13:41.292846,BTC,39950.815935734056
2021-07-22 20:13:41.292846,BTC,39952.52224610289
2021-07-23 20:13:41.292846,BTC,39954.441243393376
2021-07-26 20:13:41.292846,BTC,39955.37251138108
2021-07-27 20:13:41.292846,BTC,39954.50169814926
2021-07-28 20:13:41.292846,BTC,39951.155358458156
2021-07-29 20:13:41.292846,BTC,39956.29103590114
2021-07-30 20:13:41.292846,BTC,39956.304788349924
2021-08-02 20:13:41.292846,BTC,39952.805747558785
2021-08-03 20:13:41.292846,BTC,39952.67188216312
2021-08-04 20:13:41.292846,BTC,39949.770302591
2021-08-05 20:13:41.292846,BTC,39949.90740746559
2021-08-06 20:13:41.292846,BTC,39952.63228827025
2021-08-09 20:13:41.292846,BTC,39954.13396160554
2021-08-10 20:13:41.292846,BTC,39953.37596873603
2021-08-11 20:13:41.292846,BTC,39951.81453778015
2021-08-12 20:13:41.292846,BTC,39949.920333098285
2021-08-13 20:13:41.292846,BTC,39948.783473956064
2021-08-16 20:13:41.292846,BTC,39950.08334141861
2021-08-17 20:13:41.292846,BTC,39954.315013662905
2021-08-18 20:13:41.292846,BTC,39954.93101339022
2021-08-19 20:13:41.292846,BTC,39956.07287013971
2021-08-20 20:13:41.292846,BTC,39956.73221680551
2021-08-23 20:13:41.292846,BTC,39960.393467598675
2021-08-24 20:13:41.292846,BTC,39962.254710752095
2021-08-25 20:13:41.292846,BTC,39963.187406939884
2021-08-26 20:13:41.292846,BTC,39962.86497845527
2021-08-27 20:13:41.292846,BTC,39963.54319504851
2021-08-30 20:13:41.292846,BTC,39960.535836745345
2021-08-31 20:13:41.292846,BTC,39958.03020242944
2021-09-01 20:13:41.292846,BTC,39958.8865085878
2021-09-02 20:13:41.292846,BTC,39961.852990415864
2021-09-03 20:13:41.292846,BTC,39961.81012163624
2021-09-06 20:13:41.292846,BTC,39964.09283537739
2021-09-07 20:13:41.292846,BTC,39962.38319027359
2021-09-08 20:13:41.292846,BTC,39960.35993762993
2021-09-09 20:13:41.292846,BTC,39960.54160222951
2021-09-10 20:13:41.292846,BTC,39959.03564285609
2021-09-13 20:13:41.292846,BTC,39960.89097854112
2021-09-14 20:13:41.292846,BTC,39962.0619586279
2021-09-15 20:13:41.292846,BTC,39963.096973918065
2021-09-16 20:13:41.292846,BTC,39963.98193451761
2021-09-17 20:13:41.292846,BTC,39965.21946187178
2021-09-20 20:13:41.292846,BTC,39964.3334475892
2021-09-21 20:13:41.292846,BTC,39965.83708736531
2021-09-22 20:13:41.292846,BTC,39967.65227343082
2021-09-23 20:13:41.292846,BTC,39970.18664412682
2021-09-24 20:13:41.292846,BTC,39969.91612013146
2021-09-27 20:13:41.292846,BTC,39967.00200888796
2021-09-28 20:13:41.292846,BTC,39966.94049853713
2021-09-29 20:13:41.292846,BTC,39968.63273138985
2021-09-30 20:13:41.292846,BTC,39969.866551221836
2021-10-01 20:13:41.292846,BTC,39970.00224685562
2021-10-04 20:13:41.292846,BTC,39965.72676165171
2021-10-05 20:13:41.292846,BTC,39968.06905004388
2021-10-06 20:13:41.292846,BTC,39966.220335291306
2021-10-07 20:13:41.292846,BTC,39965.00592401978
2021-10-08 20:13:41.292846,BTC,39962.90377461191
2021-10-11 20:13:41.292846,BTC,39960.75092951981
2021-10-12 20:13:41.292846,BTC,39961.77438637334
2021-10-13 20:13:41.292846,BTC,39964.04526526956
2021-10-14 20:13:41.292846,BTC,39963.8843767818
2021-10-15 20:13:41.292846,BTC,39963.69830601324
2021-10-18 20:13:41.292846,BTC,39960.64351777725
2021-10-19 20:13:41.292846,BTC,39958.754714048
2021-10-20 20:13:41.292846,BTC,39959.50142076365
2021-10-21 20:13:41.292846,BTC,39959.432327620336
2021-10-22 20:13:41.292846,BTC,39961.84081578791
2021-10-25 20:13:41.292846,BTC,39961.49331705287
2021-10-26 20:13:41.292846,BTC,39962.01949861641
2021-10-27 20:13:41.292846,BTC,39965.09218650661
2021-10-28 20:13:41.292846,BTC,39969.027003796335
2021-10-29 20:13:41.292846,BTC,39973.29461064198
2021-11-01 20:13:41.292846,BTC,39970.81160526096
2021-11-02 20:13:41.292846,BTC,39969.948708453354
2021-11-03 20:13:41.292846,BTC,39967.94006344618
2021-11-04 20:13:41.292846,BTC,39969.286851582285
2021-11-05 20:13:41.292846,BTC,39970.14840293197
2021-11-08 20:13:41.292846,BTC,39972.95600143666
2021-11-09 20:13:41.292846,BTC,39970.87724733889
2021-11-10 20:13:41.292846,BTC,39973.19351260518
2021-11-11 20:13:41.292846,BTC,39971.791208187584
2021-11-12 20:13:41.292846,BTC,39975.46044589188
2021-11-15 20:13:41.292846,BTC,39973.78339496743
2021-11-16 20:13:41.292846,BTC,39974.84655885763
2021-11-17 20:13:41.292846,BTC,39976.09884475233
2021-11-18 20:13:41.292846,BTC,39975.333683896875
2021-11-19 20:13:41.292846,BTC,39976.880127633136
2021-11-22 20:13:41.292846,BTC,39974.01106696485
2021-11-23 20:13:41.292846,BTC,39973.17082643021
2021-11-24 20:13:41.292846,BTC,39975.39882801423
2021-11-25 20:13:41.292846,BTC,39976.21592787435
2021-11-26 20:13:41.292846,BTC,39977.24121233106
2021-11-29 20:13:41.292846,BTC,39976.720169190325
2021-11-30 20:13:41.292846,BTC,39976.77975374332
2021-12-01 20:13:41.292846,BTC,39976.74962532179
2021-12-02 20:13:41.292846,BTC,39975.980291896696
2021-12-03 20:13:41.292846,BTC,39972.501380536734
2021-12-06 20:13:41.292846,BTC,39974.08261175933
2021-12-07 20:13:41.292846,BTC,39973.74648965992
2021-12-08 20:13:41.292846,BTC,39972.953344371665
2021-12-09 20:13:41.292846,BTC,39973.39598438144
2021-12-10 20:13:41.292846,BTC,39971.96155032382
2021-12-13 20:13:41.292846,BTC,39972.11476288746
2021-12-14 20:13:41.292846,BTC,39968.361139658715
2021-12-15 20:13:41.292846,BTC,39967.71419241302
2021-12-16 20:13:41.292846,BTC,39963.385286208904
2021-12-17 20:13:41.292846,BTC,39962.84117903116
2021-12-20 20:13:41.292846,BTC,39965.610954226206
2021-12-21 20:13:41.292846,BTC,39969.079854153526
2021-12-22 20:13:41.292846,BTC,39968.915357697224
2021-12-23 20:13:41.292846,BTC,39965.863647367136
2021-12-24 20:13:41.292846,BTC,39966.459459874684
2021-12-27 20:13:41.292846,BTC,39966.012567169506
2021-12-28 20:13:41.292846,BTC,39966.663109766945
2021-12-29 20:13:41.292846,BTC,39970.322004147725
2021-12-30 20:13:41.292846,BTC,39969.488146921096
2021-12-31 20:13:41.292846,BTC,39969.80562362042
2022-01-03 20:13:41.292846,BTC,39972.45461185184
2022-01-04 20:13:41.292846,BTC,39972.20392072791
2022-01-05 20:13:41.292846,BTC,39972.711544250735
2022-01-06 20:13:41.292846,BTC,39979.1247438126
2022-01-07 20:13:41.292846,BTC,39980.28637976246
2022-01-10 20:13:41.292846,BTC,39981.36561678448
2022-01-11 20:13:41.292846,BTC,39980.843428963475
2022-01-12 20:13:41.292846,BTC,39979.937780407854
2022-01-13 20:13:41.292846,BTC,39980.1574215498
2022-01-14 20:13:41.292846,BTC,39983.971430330756
2022-01-17 20:13:41.292846,BTC,39982.96677977341
2022-01-18 20:13:41.292846,BTC,39983.54353465491
2022-01-19 20:13:41.292846,BTC,39983.082345423136
2022-01-20 20:13:41.292846,BTC,39982.88662103054
2022-01-21 20:13:41.292846,BTC,39978.75246782768
2022-01-24 20:13:41.292846,BTC,39976.41651101717
2022-01-25 20:13:41.292846,BTC,39973.94966636731
2022-01-26 20:13:41.292846,BTC,39971.15043094468
2022-01-27 20:13:41.292846,BTC,39972.946467046415
2022-01-28 20:13:41.292846,BTC,39972.91433016398
2022-01-31 20:13:41.292846,BTC,39974.48519050067
2022-02-01 20:13:41.292846,BTC,39974.51978007548
2022-02-02 20:13:41.292846,BTC,39973.105277688424
2022-02-03 20:13:41.292846,BTC,39975.917034434955
